Gender,Height,Weight,Bust/Chest,Cup Size,Waist,Hips,Body Shape Index
Female,"6'10""",108,35,,31,35,4
Male,"5'11""",79,40,,33,39,0
Male,"5'3""",114,42,,39,32,4
Male,"6'5""",40,40,B,32,30,4
Male,"4'5""",104,37,,24,35,1
Male,"5'8""",101,39,D,31,34,0
Female,"5'6""",93,31,A,29,44,2
Female,"4'11""",99,43,,38,40,3
Female,"6'4""",85,45,A,32,49,1
Male,"6'11""",44,46,,28,42,4
Male,"6'9""",61,40,,30,35,2
Male,"6'5""",92,31,D,24,34,2
Female,"4'3""",109,34,C,32,31,4
Male,"6'6""",71,45,B,29,46,4
Female,"4'4""",50,45,,37,41,1
Female,"6'0""",49,31,,34,41,0
Male,"5'4""",78,45,,39,43,1
Male,"4'2""",70,34,C,31,36,0
Female,"5'1""",51,37,,23,43,2
Male,"5'3""",119,49,,24,36,3
Female,"6'11""",77,43,,27,38,4
Male,"6'8""",106,39,,24,43,1
Male,"4'3""",105,31,E,20,46,2
Female,"6'1""",91,32,,37,46,1
Male,"5'4""",44,47,C,38,42,0
Female,"6'9""",50,31,,38,47,4
Male,"5'8""",64,38,,29,48,0
Female,"4'6""",74,31,,28,46,0
Female,"4'9""",74,36,B,20,35,0
Male,"5'9""",61,36,A,39,41,2
Female,"5'10""",76,43,B,22,35,4
Male,"6'4""",94,34,,32,32,3
Male,"4'11""",114,37,,25,44,1
Male,"4'6""",111,47,F,25,32,0
Female,"5'4""",103,35,,37,44,4
Female,"5'4""",59,43,,24,30,1
Male,"4'8""",43,47,B,36,32,4
Male,"4'4""",57,46,,22,34,1
Female,"5'8""",90,38,,24,43,4
Male,"5'3""",107,42,,22,33,3
Male,"4'7""",59,45,B,32,38,4
Female,"5'10""",48,39,,34,47,4
Male,"6'2""",119,39,B,36,39,0
Female,"5'0""",65,33,,34,37,0
Male,"4'7""",64,41,E,24,42,0
Female,"4'10""",107,37,C,33,31,4
Male,"4'3""",80,44,C,30,49,3
Male,"5'11""",98,48,B,33,49,1
Female,"5'5""",84,44,,26,36,0
Male,"4'0""",80,37,A,22,40,2
Female,"6'9""",77,37,,39,34,4
Male,"6'4""",58,48,,29,47,3
Female,"6'7""",53,38,E,30,37,3
Female,"5'6""",60,46,,25,39,0
Female,"5'5""",54,37,,24,31,0
Female,"4'11""",42,41,,39,32,2
Male,"4'7""",76,44,,32,34,2
Male,"4'1""",85,33,E,31,45,0
Female,"6'5""",55,35,,38,39,1
Female,"4'2""",53,45,,38,40,0
Female,"4'0""",48,34,,24,48,0
Male,"4'2""",46,42,,39,45,3
Male,"5'4""",53,44,,28,41,0
Male,"6'8""",45,46,E,23,31,0
Male,"6'8""",54,49,,34,40,0
Female,"6'5""",91,34,E,22,30,1
Female,"4'6""",111,48,,26,34,3
Female,"4'1""",73,36,D,39,43,4
Male,"4'7""",40,32,,39,47,4
Male,"6'6""",108,42,,33,36,4
Male,"5'2""",59,43,C,33,34,4
Female,"4'0""",119,45,D,28,37,3
Female,"6'8""",46,42,C,22,44,0
Male,"4'1""",46,31,,28,34,4
Female,"6'2""",89,43,A,23,42,0
Male,"6'5""",41,49,B,36,48,4
Male,"6'9""",86,36,F,25,31,1
Female,"5'10""",53,34,,35,34,0
Male,"4'0""",70,43,,37,34,3
Female,"6'1""",89,38,,32,35,1
Male,"6'3""",100,39,B,26,45,1
Female,"6'0""",80,36,,22,31,3
Female,"4'6""",53,43,,25,34,1
Female,"5'4""",44,43,,22,44,0
Male,"5'10""",114,31,,31,30,2
Male,"6'0""",44,46,E,24,48,2
Female,"6'3""",103,49,,36,32,4
Female,"4'3""",68,33,A,29,48,4
Male,"5'8""",114,42,B,26,44,0
Male,"4'11""",44,47,B,23,32,3
Male,"4'8""",75,32,A,29,37,0
Female,"6'7""",118,48,A,26,44,4
Male,"5'4""",58,34,A,30,30,1
Male,"5'9""",103,30,,27,35,0
Female,"4'2""",61,38,D,27,46,0
Male,"5'0""",73,37,,24,45,3
Male,"5'7""",95,32,A,24,42,4
Male,"6'2""",56,31,,26,30,0
Female,"6'0""",115,30,B,23,32,1
Female,"4'11""",95,41,,21,35,1
Female,"4'11""",56,42,,38,49,2
Female,"4'2""",113,39,A,21,32,4
Female,"5'10""",57,46,C,35,44,1
Female,"6'11""",84,40,C,31,44,3
Female,"4'4""",117,34,C,34,40,4
Male,"4'0""",95,38,,29,35,1
Male,"5'10""",119,42,,25,35,0
Female,"6'6""",89,49,B,32,38,4
Male,"5'1""",97,40,B,25,43,1
Male,"5'10""",57,33,,21,40,0
Female,"5'10""",119,40,D,33,35,2
Male,"6'0""",46,38,,37,47,4
Male,"4'1""",115,36,D,25,49,4
Male,"5'1""",49,45,A,38,44,1
Male,"6'3""",108,34,,33,38,2
Male,"5'11""",42,35,,32,40,3
Female,"5'10""",83,48,B,27,31,1
Female,"6'8""",109,30,,24,35,1
Female,"6'8""",53,45,B,32,43,3
Male,"5'7""",43,47,,25,43,3
Female,"6'2""",57,42,A,38,42,3
Male,"6'1""",91,30,D,30,34,3
Male,"4'11""",77,39,C,35,38,3
Male,"5'3""",119,36,,24,40,0
Male,"6'3""",59,34,,31,36,0
Female,"4'11""",83,42,,36,31,3
Female,"5'10""",90,45,,21,41,2
Male,"5'5""",58,49,B,29,34,2
Female,"6'6""",107,43,,34,31,3
Male,"4'5""",105,40,,38,43,0
Female,"6'3""",52,48,,39,36,2
Female,"6'7""",101,31,B,36,34,0
Male,"4'0""",100,37,,38,33,1
Female,"6'8""",69,42,,38,39,0
Male,"6'11""",69,36,F,32,45,3
Female,"5'4""",90,41,D,32,35,4
Male,"5'9""",87,37,E,35,35,3
Male,"5'11""",72,45,B,22,38,1
Female,"6'1""",113,47,C,23,30,0
Female,"5'9""",58,48,B,26,45,2
Male,"6'11""",110,33,A,22,46,3
Female,"5'0""",96,41,,28,42,2
Female,"6'8""",58,45,B,27,35,0
Male,"6'2""",118,46,C,37,31,1
Male,"6'6""",80,33,B,33,37,3
Female,"6'6""",81,49,D,39,33,2
Male,"5'5""",91,38,A,24,38,3
Male,"5'5""",43,34,,22,36,3
Male,"4'9""",43,46,,29,30,2
Female,"6'1""",44,46,,30,43,1
Female,"6'5""",80,31,,36,31,3
Male,"5'4""",100,31,,27,37,1
Female,"5'2""",114,36,,28,40,1
Male,"6'5""",94,33,,27,34,0
Female,"5'9""",114,42,B,39,47,2
Male,"6'2""",52,49,A,21,41,0
Male,"4'11""",53,40,B,23,49,4
Female,"4'0""",99,32,A,35,48,0
Male,"6'7""",111,31,B,28,34,3
Female,"5'3""",64,45,B,28,36,3
Female,"5'6""",83,32,,24,31,3
Male,"4'3""",49,44,B,22,46,4
Male,"5'2""",110,46,C,33,42,1
Female,"4'9""",89,45,B,34,40,3
Male,"4'10""",83,49,,25,34,0
Male,"4'2""",53,36,,35,42,1
Male,"4'7""",54,45,,29,42,0
Male,"5'3""",55,34,C,33,37,0
Male,"6'2""",41,31,C,31,40,3
Female,"6'3""",69,30,B,28,37,0
Female,"4'4""",69,42,,38,39,4
Male,"5'2""",70,45,,31,40,1
Male,"6'7""",116,34,D,32,30,3
Male,"4'7""",59,32,,32,36,3
Female,"4'3""",88,44,C,36,37,0
Male,"5'10""",74,45,,21,35,0
Female,"5'0""",62,40,,39,43,2
Female,"4'2""",100,48,,28,49,2
Female,"4'8""",94,47,B,27,36,3
Male,"5'8""",106,38,,26,32,3
Female,"4'3""",47,37,E,24,31,0
Male,"5'3""",79,48,D,38,47,4
Female,"6'10""",98,34,F,22,32,4
Male,"5'5""",71,46,,32,43,0
Female,"6'10""",46,34,,25,47,2
Male,"6'2""",41,43,,30,42,2
Female,"6'11""",45,36,C,23,37,4
Male,"5'11""",75,38,,22,33,3
Male,"4'3""",71,46,,23,44,0
Male,"6'6""",84,32,B,22,41,3
Male,"4'8""",81,37,B,32,43,2
Female,"4'4""",92,42,C,34,49,4
Female,"4'11""",48,45,,31,36,3
Male,"4'7""",114,39,,34,41,2
Female,"5'0""",114,47,F,30,38,2
Male,"4'7""",88,32,,30,39,2
Male,"5'2""",41,41,C,32,37,3
Female,"6'7""",106,45,,31,49,1
Male,"4'9""",50,47,E,25,31,4
Male,"6'6""",89,46,,39,45,2
Female,"4'7""",74,36,B,38,47,3
Male,"5'9""",54,48,B,38,49,0
Male,"5'2""",114,37,E,22,39,4
Male,"6'10""",70,46,,35,35,0
Male,"4'6""",101,36,,28,35,0
Female,"4'1""",67,30,,33,49,3
Female,"5'8""",64,37,D,22,42,1
Female,"6'3""",64,48,F,22,48,3
Male,"4'1""",114,49,D,39,46,3
Male,"5'8""",40,49,B,26,31,4
Female,"6'6""",98,39,C,38,47,3
Male,"4'10""",108,41,E,22,36,4
Male,"5'6""",113,30,C,20,43,2
Male,"6'5""",81,33,B,31,44,4
Male,"5'1""",73,33,B,25,37,3
Female,"5'3""",105,38,,26,38,2
Female,"4'11""",57,44,C,21,40,2
Female,"4'7""",116,44,,37,32,1
Male,"4'0""",44,36,A,34,49,3
Female,"4'5""",59,41,,34,43,0
Female,"5'4""",105,32,D,29,37,3
Male,"6'1""",114,49,,36,32,0
Male,"5'5""",101,38,A,37,47,1
Female,"4'4""",71,43,B,37,43,3
Female,"5'2""",97,42,D,34,49,1
Female,"6'9""",89,41,,25,37,0
Female,"6'9""",77,30,B,28,46,4
Male,"6'11""",94,48,,30,37,3
Female,"5'6""",67,45,,34,34,2
Female,"4'5""",113,41,,22,41,2
Male,"5'2""",61,39,,38,31,1
Female,"5'11""",82,31,,20,46,4
Male,"5'8""",75,47,D,36,42,2
Male,"6'4""",91,42,,30,43,2
Male,"6'11""",75,35,,37,38,3
Female,"4'6""",67,41,,30,38,2
Female,"4'3""",117,33,,26,38,0
Male,"4'10""",97,30,B,20,49,1
Female,"5'9""",75,40,F,31,35,2
Female,"4'10""",109,37,B,23,41,3
Male,"5'6""",48,31,,27,39,0
Male,"5'4""",60,31,,34,34,2
Female,"6'5""",103,45,,30,47,1
Male,"4'6""",115,30,A,27,36,1
Female,"5'4""",100,33,,31,42,1
Female,"6'9""",79,35,E,22,30,2
Female,"6'2""",95,49,,23,35,0
Female,"4'5""",43,43,,31,37,4
Male,"4'9""",70,49,D,27,38,1
Male,"6'6""",66,44,,29,36,0
Male,"5'2""",97,36,B,20,39,3
Male,"4'3""",64,36,,32,37,3
Female,"6'0""",108,47,F,26,31,0
Female,"5'9""",109,31,,39,47,3
Male,"6'10""",44,49,,22,44,3
Female,"4'4""",47,44,,35,35,1
Female,"6'5""",48,30,,31,43,2
Female,"5'1""",54,46,,24,47,2
Male,"6'3""",46,49,C,37,32,2
Male,"6'1""",111,42,F,27,30,2
Male,"6'0""",54,41,,31,30,0
Female,"6'2""",76,44,C,22,43,1
Male,"6'11""",78,34,B,35,30,0
Male,"6'0""",45,36,B,29,30,3
Male,"4'10""",96,37,B,36,33,1
Male,"5'3""",58,43,,29,41,4
Male,"6'2""",102,33,C,22,44,2
Male,"5'1""",70,43,B,21,33,3
Female,"5'11""",114,39,,33,39,2
Female,"4'9""",118,45,,28,40,2
Male,"4'8""",49,40,,36,35,2
Male,"5'1""",106,43,,23,39,4
Female,"5'9""",101,43,,34,41,3
Female,"5'11""",42,31,,32,32,2
Male,"5'4""",57,42,,38,44,2
Male,"4'5""",64,32,,28,45,1
Male,"4'2""",59,47,A,23,39,2
Male,"5'4""",97,33,,27,40,1
Female,"5'9""",89,48,B,34,45,3
Male,"4'4""",118,45,,33,46,3
Male,"4'9""",49,33,,22,43,3
Male,"5'11""",60,48,B,36,45,1
Male,"5'7""",68,44,,27,43,4
Female,"4'10""",49,30,,33,35,4
Female,"4'4""",52,45,E,32,39,2
Female,"6'3""",86,44,C,34,46,3
Male,"6'7""",62,45,D,30,39,0
Male,"6'10""",89,49,F,34,39,2
Female,"4'1""",43,30,C,31,43,4
Male,"5'10""",106,46,F,28,49,4
Male,"5'9""",92,34,,34,46,3
Female,"5'10""",41,34,,20,38,1
Female,"5'8""",107,36,,31,44,2
Female,"6'7""",104,42,,25,36,1
Female,"4'4""",118,41,,20,31,4
Male,"6'5""",96,33,B,38,33,3
Male,"4'7""",109,33,A,32,49,4
Female,"6'5""",46,35,,25,47,3
Male,"6'4""",58,44,B,36,40,0
Female,"5'1""",83,48,,32,34,1
Female,"4'8""",102,35,B,28,37,2
Male,"6'9""",104,41,,27,49,3
Female,"5'5""",78,43,,34,34,0
Male,"4'5""",65,47,,37,31,0
Male,"4'5""",83,41,E,21,34,1
Male,"6'6""",51,44,C,21,32,3
Male,"4'7""",61,48,,30,41,2
Female,"4'5""",116,37,B,20,48,2
Male,"5'4""",53,38,,37,36,2
Female,"4'8""",69,34,,26,48,4
Female,"4'8""",83,34,D,36,33,4
Female,"6'10""",77,35,,35,43,3
Female,"4'9""",98,32,,26,48,2
Male,"4'2""",81,34,,26,47,0
Male,"4'10""",91,30,C,21,36,2
Female,"6'4""",102,40,,24,44,3
Female,"5'6""",100,49,,33,30,2
Male,"5'3""",73,30,,27,41,1
Female,"4'10""",78,36,,31,48,2
Male,"5'1""",80,44,A,26,35,0
Female,"4'8""",76,46,,25,42,3
Male,"4'10""",104,37,,32,35,3
Female,"4'6""",118,31,C,31,42,0
Female,"5'9""",71,42,E,36,44,3
Male,"4'5""",47,41,D,35,45,2
Female,"4'2""",57,34,C,20,37,3
Female,"5'9""",84,42,B,26,42,2
Male,"5'4""",72,35,A,22,42,3
Female,"5'9""",44,44,,25,49,2
Male,"5'1""",113,40,,22,49,2
Male,"6'1""",75,33,B,22,41,0
Female,"5'4""",62,30,,27,48,0
Female,"6'7""",79,44,D,33,46,4
Female,"4'0""",44,41,,28,32,0
Female,"4'10""",73,38,B,24,44,2
Female,"4'4""",63,40,B,34,46,2
Female,"4'8""",56,34,,36,35,3
Female,"6'2""",110,36,E,29,48,3
Male,"5'6""",61,37,,27,41,4
Female,"6'7""",54,30,D,37,33,2
Male,"5'11""",54,30,C,25,41,4
Female,"4'9""",64,32,,36,31,2
Female,"4'0""",92,37,A,23,36,0
Male,"6'9""",60,40,,34,45,3
Female,"6'7""",105,30,,29,41,4
Female,"6'0""",71,43,,32,45,1
Male,"6'5""",60,30,,20,43,2
Female,"6'8""",107,35,,28,30,0
Female,"5'10""",83,35,A,24,38,1
Female,"4'9""",105,32,A,30,36,0
Male,"6'3""",53,39,,23,34,0
Female,"6'4""",54,41,C,39,39,2
Female,"6'9""",59,39,,35,39,0
Female,"6'1""",73,31,A,37,47,4
Female,"5'6""",75,42,,27,36,1
Male,"4'9""",48,45,D,21,47,0
Male,"5'6""",110,42,,36,42,0
Female,"6'10""",69,33,nan,29,40,3
Female,"6'2""",116,33,,32,39,3
Male,"6'0""",102,40,,34,38,4
Male,"5'0""",74,43,B,28,44,3
Female,"4'1""",52,32,,27,43,0
Male,"4'6""",118,48,,25,32,0
Female,"5'4""",85,30,B,23,43,1
Male,"4'0""",95,34,D,37,45,3
Male,"6'5""",48,46,,22,32,2
Male,"4'6""",75,30,,23,37,3
Male,"4'9""",42,48,,32,31,0
Female,"6'0""",58,48,,39,31,1
Male,"4'2""",67,33,E,30,47,3
Male,"5'7""",62,48,,27,36,1
Female,"6'3""",46,35,,33,46,3
Male,"4'4""",115,44,E,33,35,4
Male,"4'1""",53,33,A,35,39,0
Female,"5'8""",85,30,,33,36,0
Male,"5'5""",54,46,A,20,33,2
Female,"5'4""",106,40,D,21,40,0
Female,"6'6""",54,46,C,39,45,2
Female,"4'5""",90,30,,20,46,0
Female,"5'4""",47,38,,30,35,3
Male,"4'11""",108,43,,25,49,3
Female,"6'2""",101,44,A,34,48,4
Male,"4'0""",90,30,,31,49,3
Male,"4'1""",102,31,,24,47,1
Male,"5'10""",107,47,,31,44,3
Male,"4'2""",117,47,C,33,31,2
Male,"5'6""",55,35,,33,48,4
Male,"5'2""",63,49,,38,35,1
Male,"5'2""",45,37,,24,41,1
Male,"4'2""",96,30,,22,30,0
Male,"6'4""",70,44,D,37,40,2
Male,"5'3""",45,39,,25,48,3
Female,"4'6""",118,33,,28,33,3
Female,"5'6""",68,39,B,26,48,0
Female,"6'4""",106,40,E,37,35,3
Male,"4'9""",114,34,A,21,37,1
Female,"5'9""",42,38,D,39,38,3
Female,"6'0""",67,34,C,29,39,3
Female,"4'9""",113,40,,31,39,1
Male,"4'0""",87,32,B,21,39,2
Male,"4'3""",119,33,D,32,33,2
Male,"5'8""",49,39,D,27,47,1
Male,"5'8""",72,36,,26,41,1
Female,"4'1""",106,30,,22,40,4
Female,"5'8""",108,35,,27,45,4
Female,"6'5""",51,37,E,20,48,3
Female,"5'3""",96,46,,34,40,3
Male,"5'1""",83,36,B,20,33,4
Male,"4'0""",52,30,C,31,41,3
Male,"6'10""",63,38,,30,46,2
Female,"5'2""",83,40,,35,42,2
Male,"6'1""",96,48,,23,33,0
Male,"5'9""",55,31,C,21,35,4
Female,"5'9""",60,40,,22,36,2
Female,"5'9""",115,32,,23,37,0
Male,"6'3""",90,46,,37,31,1
Male,"5'8""",60,39,,31,38,2
Male,"4'5""",99,32,,20,39,0
Male,"4'3""",90,32,C,22,48,3
Male,"6'0""",60,36,E,23,30,0
Male,"4'7""",45,31,,25,45,2
Female,"5'11""",112,30,A,36,47,3
Female,"4'5""",104,36,B,27,37,3
Female,"4'8""",115,49,C,37,39,0
Male,"5'0""",97,40,,35,40,0
Female,"5'2""",117,35,A,25,46,2
Male,"5'1""",45,33,,38,36,3
Male,"4'2""",104,48,E,27,32,4
Female,"5'8""",73,48,,23,36,0
Male,"4'8""",95,43,C,28,35,4
Male,"5'1""",114,32,B,27,32,4
Female,"5'2""",42,33,,38,37,3
Female,"5'3""",81,37,,20,30,2
Female,"4'2""",101,47,D,23,34,4
Male,"4'6""",45,33,,29,48,2
Female,"6'6""",45,40,,27,42,0
Female,"6'8""",102,45,,22,40,3
Male,"5'5""",59,32,,31,40,1
Female,"4'11""",60,36,B,28,31,3
Female,"6'11""",41,31,,22,38,1
Female,"6'1""",95,30,C,23,31,0
Male,"5'4""",49,30,A,25,48,2
Male,"5'9""",109,35,,28,41,0
Male,"5'7""",62,48,,21,38,3
Male,"6'8""",69,36,,21,38,1
Female,"5'4""",117,34,,37,39,1
Male,"5'6""",76,47,B,22,34,3
Male,"6'5""",94,42,A,22,38,3
Female,"5'6""",88,30,,37,47,0
Female,"6'2""",73,39,C,25,39,4
Female,"5'8""",83,38,,20,46,1
Male,"5'7""",61,46,B,34,39,3
Male,"4'5""",70,30,B,30,43,0
Male,"6'11""",46,30,B,29,33,4
Female,"5'0""",60,36,,23,39,2
Female,"5'11""",55,33,,33,47,3
Male,"4'3""",59,41,B,21,34,4
Female,"5'10""",82,45,,32,38,2
Female,"6'1""",83,43,,35,35,2
Female,"5'1""",86,39,E,31,45,0
Male,"4'3""",58,43,,24,45,1
Female,"5'11""",87,36,,38,40,3
Female,"5'4""",118,33,A,22,44,4
Male,"6'1""",108,31,E,39,48,2
Male,"6'11""",50,47,C,21,32,1
Female,"5'7""",118,45,C,36,45,2
Female,"5'8""",68,38,,30,49,3
Male,"6'8""",84,34,,20,34,3
Male,"6'3""",107,38,B,38,38,0
Female,"4'2""",75,37,F,27,34,3
Female,"4'10""",87,49,,30,33,3
Female,"6'7""",54,45,,27,42,3
Female,"6'6""",83,49,,36,49,1
Male,"6'7""",106,47,B,39,46,4
Female,"5'10""",113,33,C,25,49,4
Female,"5'2""",79,45,nan,26,41,3
Male,"5'9""",53,33,E,32,49,4
Female,"4'6""",102,35,,26,49,3
Male,"4'0""",90,32,C,30,36,4
Female,"6'4""",118,47,nan,29,30,4
Female,"6'0""",97,44,,27,45,2
Male,"6'6""",54,37,D,29,36,1
Male,"6'9""",104,47,,30,31,2
Female,"4'9""",94,32,B,39,41,2
Female,"4'4""",115,35,,36,40,4
Female,"4'9""",49,44,,30,37,0
Male,"4'5""",81,41,,35,30,0
Female,"6'11""",50,34,B,24,32,1
Male,"4'10""",55,36,B,29,37,3
Male,"6'0""",112,44,B,39,37,4
Female,"6'1""",117,36,D,24,40,1
Male,"5'4""",58,42,C,39,34,2
Female,"5'9""",70,32,A,28,37,4
Female,"4'6""",112,42,,22,38,2
Female,"4'9""",92,32,E,22,46,1
Female,"4'0""",47,31,B,29,34,0
Female,"5'1""",63,33,,26,48,1
Male,"4'5""",47,46,,21,48,4
Male,"5'1""",87,35,nan,27,31,4
Female,"5'9""",69,40,,31,48,3
Female,"5'10""",97,35,F,28,44,0
Male,"4'7""",94,31,,30,37,4
Male,"5'0""",112,46,E,38,37,0
Male,"6'9""",101,32,,39,30,4
Male,"5'5""",87,41,,36,43,0
Female,"5'5""",43,43,D,32,40,1
Female,"5'6""",76,31,B,20,36,0
Male,"6'5""",47,34,,20,47,2
Female,"6'6""",40,39,,27,44,1
Male,"6'7""",109,39,,32,39,4
Female,"5'8""",86,38,,25,33,4
Male,"4'4""",114,42,C,22,30,3
Female,"4'9""",44,39,,35,43,2
Male,"4'6""",89,35,,29,49,3
Male,"6'8""",63,40,B,26,49,1
Female,"6'3""",86,33,B,22,38,3
Male,"5'8""",57,43,C,33,42,1
Female,"4'1""",67,46,A,35,46,3
Female,"6'9""",116,49,F,23,49,0
Male,"5'2""",44,31,E,32,33,1
Female,"5'2""",69,39,,20,34,1
Female,"6'9""",40,32,,24,47,0
Female,"6'5""",85,36,,37,46,0
Female,"6'0""",108,36,B,31,36,2
Female,"6'2""",70,30,C,30,39,0
Male,"5'6""",109,37,,28,38,3
Female,"4'3""",95,30,,26,42,0
Female,"4'2""",67,37,B,33,47,0
Female,"6'8""",55,43,E,22,41,1
Female,"5'3""",93,43,,35,37,1
Female,"4'0""",92,31,,26,47,0
Male,"6'11""",51,37,,20,34,2
Female,"6'1""",59,48,,25,36,1
Male,"4'8""",73,39,,25,44,3
Male,"5'4""",92,36,C,29,32,3
Male,"4'7""",103,42,,31,47,0
Male,"6'5""",62,44,,38,35,0
Female,"6'6""",66,40,B,25,35,2
Male,"5'2""",56,43,,33,49,0
Male,"5'11""",87,40,B,22,30,4
Female,"6'9""",60,31,B,29,46,4
Female,"4'10""",89,31,,28,40,0
Female,"5'0""",79,41,,39,31,4
Male,"6'1""",42,44,F,38,38,3
Female,"6'1""",56,46,A,34,48,0
Female,"5'2""",100,43,A,28,35,3
Male,"5'2""",89,45,,38,36,3
Female,"5'8""",45,37,,27,33,4
Female,"4'4""",67,46,,23,32,2
Female,"6'5""",111,34,,24,31,3
Female,"5'1""",94,41,,38,39,4
Male,"4'5""",97,35,E,33,39,2
Female,"6'4""",84,47,,37,46,4
Female,"4'0""",111,34,,38,45,4
Male,"4'10""",58,35,E,25,30,0
Female,"5'10""",68,38,,24,41,1
Male,"5'6""",62,44,,30,49,2
Female,"4'0""",71,39,,24,49,4
Male,"6'10""",49,46,E,27,39,3
Male,"5'3""",88,48,C,24,30,3
Male,"6'11""",104,41,,30,45,1
Male,"6'11""",68,38,,32,40,2
Female,"5'7""",98,44,,25,33,0
Male,"5'5""",84,43,C,24,32,2
Female,"6'4""",106,30,C,37,42,3
Male,"4'4""",90,46,,29,44,3
Male,"6'4""",50,30,,35,39,0
Male,"6'10""",45,42,,33,35,0
Female,"4'1""",106,37,,34,40,3
Male,"6'0""",101,42,A,22,30,4
Female,"6'4""",44,45,C,22,49,4
Female,"6'11""",48,31,,31,33,0
Female,"6'10""",67,42,A,34,39,4
Female,"6'8""",116,47,B,30,44,0
Female,"5'7""",77,32,,29,30,2
Female,"4'10""",82,42,,39,44,2
Female,"6'1""",60,48,,34,32,2
Female,"6'4""",101,42,,37,30,0
Female,"4'9""",85,48,E,33,35,0
Male,"4'3""",109,33,,25,48,4
Male,"4'4""",77,48,,33,33,4
Male,"4'3""",88,47,,35,41,4
Male,"6'5""",114,35,,21,31,1
Male,"5'8""",78,48,B,38,46,0
Female,"5'8""",110,33,,24,35,2
Female,"5'5""",69,33,,30,41,2
Female,"4'8""",60,36,E,30,44,1
Female,"6'0""",40,36,,38,46,1
Female,"4'2""",71,45,,37,30,2
Female,"4'2""",47,45,,27,43,0
Female,"4'8""",108,34,B,31,31,2
Male,"6'2""",69,44,,28,33,2
Male,"5'4""",47,33,,22,49,1
Male,"5'5""",58,42,,25,31,1
Male,"6'8""",98,48,B,20,43,4
Female,"6'5""",94,36,,36,47,1
Female,"6'11""",69,41,,22,37,2
Female,"4'3""",118,38,,37,49,4
Male,"6'4""",75,46,C,37,30,2
Female,"5'0""",94,31,D,21,45,0
Female,"5'3""",83,45,,23,36,0
Female,"5'3""",66,36,,20,35,1
Male,"4'9""",116,47,C,29,48,4
Female,"6'8""",117,36,,24,39,3
Male,"5'7""",93,30,E,24,35,0
Male,"6'11""",87,32,A,28,39,0
Male,"4'7""",69,40,E,33,48,0
Male,"5'6""",78,44,,32,32,0
Female,"5'11""",52,32,A,32,49,1
Male,"6'1""",55,42,E,20,32,4
Male,"6'3""",83,33,,36,49,0
Female,"4'4""",110,37,,39,35,1
Female,"5'8""",66,33,,27,46,4
Male,"5'7""",84,47,B,22,47,4
Female,"5'0""",74,36,D,36,39,3
Male,"5'6""",118,40,,31,35,2
Male,"5'4""",67,33,C,37,42,0
Male,"6'2""",46,42,,33,35,1
Male,"5'1""",101,38,,30,41,4
Female,"4'6""",90,38,,35,43,3
Male,"4'0""",85,48,,23,46,2
Female,"4'8""",59,32,,37,37,4
Female,"4'0""",77,41,A,26,34,4
Female,"6'8""",100,40,E,30,33,0
Female,"6'0""",71,49,,35,35,2
Male,"5'3""",65,40,B,35,40,2
Female,"5'2""",97,46,B,22,34,1
Male,"4'6""",78,43,,28,43,3
Female,"4'1""",59,45,D,27,39,1
Female,"6'0""",89,39,A,26,40,3
Male,"6'7""",118,33,,36,32,1
Male,"5'8""",91,39,B,30,37,3
Male,"4'5""",61,49,C,23,34,0
Female,"4'2""",92,41,D,23,49,3
Female,"6'5""",105,38,A,24,39,1
Male,"6'7""",82,44,C,27,37,2
Male,"4'1""",62,38,,29,38,4
Male,"4'3""",116,36,,36,44,3
Male,"5'9""",103,41,,25,30,3
Female,"4'10""",48,49,,28,34,2
Male,"6'9""",46,43,,29,44,0
Male,"4'0""",80,45,D,27,33,1
Male,"6'2""",93,48,E,34,48,0
Male,"5'7""",104,32,,37,39,3
Female,"5'11""",41,40,,24,31,3
Male,"6'0""",43,49,,37,34,0
Female,"4'1""",117,48,E,20,47,1
Male,"6'3""",71,37,D,21,35,3
Male,"4'8""",41,49,C,29,39,3
Female,"5'7""",103,37,B,25,44,0
Male,"6'3""",53,32,A,38,38,4
Female,"4'1""",59,39,D,30,42,2
Female,"4'11""",88,42,,37,47,3
Male,"4'5""",47,38,nan,35,36,1
Female,"6'3""",102,35,,27,31,4
Female,"5'6""",85,44,,23,45,0
Female,"4'6""",60,45,D,30,31,0
Female,"4'4""",71,34,A,29,33,1
Female,"5'1""",47,42,B,35,31,4
Female,"6'9""",55,48,C,31,46,1
Female,"4'9""",79,31,C,22,35,3
Female,"5'6""",66,35,D,30,39,4
Male,"5'9""",57,30,C,35,43,2
Male,"6'7""",74,44,B,22,44,2
Female,"6'9""",91,44,,29,41,1
Male,"4'7""",54,43,,35,48,2
Female,"5'7""",102,36,E,26,40,1
Female,"4'5""",92,34,,34,30,3
Male,"6'8""",105,49,C,34,37,3
Female,"6'3""",70,45,,29,35,1
Female,"5'1""",100,46,,22,41,3
Female,"4'9""",103,40,B,25,49,2
Female,"4'11""",73,44,B,37,45,3
Male,"6'7""",94,49,E,24,47,2
Female,"5'9""",98,45,,35,41,2
Female,"5'2""",42,32,,32,49,0
Female,"5'4""",56,35,E,22,31,3
Male,"6'10""",117,42,,34,36,3
Female,"6'10""",117,30,B,39,38,1
Male,"6'0""",85,43,,25,47,1
Male,"6'3""",77,31,A,23,38,4
